Pagina,Tipo,SS/SN,Proyecto,codigo UCAP,Descripcion UCAP,Colocar,Quitar,Descripcion Normalizada,Fuente,Clave Consolidacion
115,SS,1228322,VIA SECUNDARIA CR 73A CL 100 -15,5000264,"LUM LED 62,4W ASIMÉTRICA 4000K HORIZONTAL",3,,LUM LED 62 4W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 115",5000264
115,SS,1228322,VIA SECUNDARIA CR 73A CL 100 -15,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 115",5200217
115,SS,1228322,VIA SECUNDARIA CR 73A CL 100 -15,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 115",5200201
116,SS,1240530,SENDERO PEATONAL CL 95 CR 84 -17,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 116",5200231
116,SS,1240530,SENDERO PEATONAL CL 95 CR 84 -17,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 116",5000263
116,SS,1240530,SENDERO PEATONAL CL 95 CR 84 -17,5200308,UCAP POSTE CONCRETO OCTOG 8M,1,,POSTE CONCRETO OCTOG 8M,"Tabla 1 al 331_2026.pdf, pagina 116",5200308
116,SS,1240530,SENDERO PEATONAL CL 95 CR 84 -17,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,8,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 116",5200464
117,SS,1262966,Vía y Andén Cr 36 Cl 90 - 6,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",1,1,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 117",5200235
117,SS,1262966,Vía y Andén Cr 36 Cl 90 - 6,5200272,LUM LED (SEPIALED II) 128W,1,1,LUM LED SEPIALED II 128W,"Tabla 1 al 331_2026.pdf, pagina 117",5200272
117,SS,1262966,Vía y Andén Cr 36 Cl 90 - 6,5200419,UCAP POSTE PRFV 8M (ENTERRAR),1,1,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 117",5200419
117,SS,1262966,Vía y Andén Cr 36 Cl 90 - 6,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,18,16,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 117",5200464
118,SS,1080964,SMAP-0004-25-Parque Superman CR 48 CL 26 -85,5200239,UCAP BRAZO DOBLE CARABOBO,6,,BRAZO DOBLE CARABOBO,"Tabla 1 al 331_2026.pdf, pagina 118",5200239
118,SS,1080964,SMAP-0004-25-Parque Superman CR 48 CL 26 -85,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,14,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 118",5000263
118,SS,1080964,SMAP-0004-25-Parque Superman CR 48 CL 26 -85,5200302,UCAP POSTE CONCRETO CARABOBO 5M,8,,POSTE CONCRETO CARABOBO 5M,"Tabla 1 al 331_2026.pdf, pagina 118",5200302
118,SS,1080964,SMAP-0004-25-Parque Superman CR 48 CL 26 -85,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,110,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 118",5200464
118,SS,1080964,SMAP-0004-25-Parque Superman CR 48 CL 26 -85,5200502,UCAP CAJA CONCRETO DIRECTAMENTE ENT,9,,CAJA CONCRETO DIRECTAMENTE ENT,"Tabla 1 al 331_2026.pdf, pagina 118",5200502
118,SS,1080964,SMAP-0004-25-Parque Superman CR 48 CL 26 -85,5200238,BRAZO CARABOBO SENCILLO,2,,BRAZO CARABOBO SENCILLO,"Tabla 1 al 331_2026.pdf, pagina 118",5200238
119,SS,1195524,"CANCHA DE MINIFUTBOL VILLA SOFIA #2 Cl. 85 # 90-5, SMAP-CIL- 0256-25",5000269,"PROYEC LED 110W TIPO V LARGA (LONG ""L"") 5000K",4,,PROYEC LED 110W TIPO V LARGA LONG L 5000K,"Tabla 1 al 331_2026.pdf, pagina 119",5000269
119,SS,1195524,"CANCHA DE MINIFUTBOL VILLA SOFIA #2 Cl. 85 # 90-5, SMAP-CIL- 0256-25",5200419,UCAP POSTE PRFV 8M (ENTERRAR),2,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 119",5200419
119,SS,1195524,"CANCHA DE MINIFUTBOL VILLA SOFIA #2 Cl. 85 # 90-5, SMAP-CIL- 0256-25",5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",,2,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 119",5200235
119,SS,1195524,"CANCHA DE MINIFUTBOL VILLA SOFIA #2 Cl. 85 # 90-5, SMAP-CIL- 0256-25",5200272,LUM LED (SEPIALED II) 128W,,2,LUM LED SEPIALED II 128W,"Tabla 1 al 331_2026.pdf, pagina 119",5200272
119,SS,1195524,"CANCHA DE MINIFUTBOL VILLA SOFIA #2 Cl. 85 # 90-5, SMAP-CIL- 0256-25",5200306,UCAP POSTE MADERA REDONDO DE 8M,,2,POSTE MADERA REDONDO DE 8M,"Tabla 1 al 331_2026.pdf, pagina 119",5200306
120,SS,1257586,Sendero Cl 90 C Cr 24 C - 32 Int 9901,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 120",5200231
120,SS,1257586,Sendero Cl 90 C Cr 24 C - 32 Int 9901,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 120",5000263
121,SS,1265120,Andén Cr 34 Cl 57 B - 38,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 121",5200231
121,SS,1265120,Andén Cr 34 Cl 57 B - 38,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 121",5000263
122,SS,1265941,SMAP-CIL-0417-26 CR 52 CL 29 D,5090208,CAJA DE PASO METÁLICA,3,,CAJA DE PASO METALICA,"Tabla 1 al 331_2026.pdf, pagina 122",5090208
122,SS,1265941,SMAP-CIL-0417-26 CR 52 CL 29 D,5200469,PROYECTOR LED ACROLED 32W 120-277VCA ASIMETRICO 5000K,2,,PROYECTOR LED ACROLED 32W 120-277VCA ASIMETRICO 5000K,"Tabla 1 al 331_2026.pdf, pagina 122",5200469
122,SS,1265941,SMAP-CIL-0417-26 CR 52 CL 29 D,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,23,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 122",5200464
122,SS,1265941,SMAP-CIL-0417-26 CR 52 CL 29 D,5200218,UCAP LUMINARIA 150W,,2,LUMINARIA 150W,"Tabla 1 al 331_2026.pdf, pagina 122",5200218
122,SS,1265941,SMAP-CIL-0417-26 CR 52 CL 29 D,5200202,UCAP BOMBILLO 150W,,2,BOMBILLO 150W,"Tabla 1 al 331_2026.pdf, pagina 122",5200202
122,SS,1265941,SMAP-CIL-0417-26 CR 52 CL 29 D,5200410,UCAP DUPLEX CU 14 AWG-THW 300V,,20,DUPLEX CU 14 AWG-THW 300V,"Tabla 1 al 331_2026.pdf, pagina 122",5200410
123,SS,1265946,SMAP-CIL-0418-26 CL 29 entre CR 78 y CR 76,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 123",5200231
123,SS,1265946,SMAP-CIL-0418-26 CL 29 entre CR 78 y CR 76,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 123",5000263
123,SS,1265946,SMAP-CIL-0418-26 CL 29 entre CR 78 y CR 76,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,13,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 123",5200464
124,SS,1265975,Sendero Cl 40 Cr 34 - 1 Int 114,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 124",5200232
124,SS,1265975,Sendero Cl 40 Cr 34 - 1 Int 114,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 124",5000263
124,SS,1265975,Sendero Cl 40 Cr 34 - 1 Int 114,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 124",5200217
124,SS,1265975,Sendero Cl 40 Cr 34 - 1 Int 114,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 124",5200201
125,SS,1265975,Callejón Cl 36 B Cr 33 B - 50 Int 304,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,1,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 125",5200231
125,SS,1265975,Callejón Cl 36 B Cr 33 B - 50 Int 304,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 125",5000263
125,SS,1265975,Callejón Cl 36 B Cr 33 B - 50 Int 304,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,18,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 125",5200464
125,SS,1265975,Callejón Cl 36 B Cr 33 B - 50 Int 304,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 125",5200217
125,SS,1265975,Callejón Cl 36 B Cr 33 B - 50 Int 304,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 125",5200201
125,SS,1265975,Callejón Cl 36 B Cr 33 B - 50 Int 304,5200410,UCAP DUPLEX CU 14 AWG-THW 300V,,18,DUPLEX CU 14 AWG-THW 300V,"Tabla 1 al 331_2026.pdf, pagina 125",5200410
126,SS,1266688,Sendero Peatonal CL 20 C CR 83 -97 (INTERIOR 114),5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 126",5200231
126,SS,1266688,Sendero Peatonal CL 20 C CR 83 -97 (INTERIOR 114),5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 126",5000263
126,SS,1266688,Sendero Peatonal CL 20 C CR 83 -97 (INTERIOR 114),5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,13,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 126",5200464
127,SS,1269412,Sendero Cl 71 B Cr 24 BB - 26,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 127",5200231
127,SS,1269412,Sendero Cl 71 B Cr 24 BB - 26,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 127",5000263
127,SS,1269412,Sendero Cl 71 B Cr 24 BB - 26,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,15,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 127",5200464
128,SS,1270451,Cancha Polideportiva Cr 62 Cl 80 C,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",2,4,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 128",5200235
128,SS,1270451,Cancha Polideportiva Cr 62 Cl 80 C,5000266,LUM LED 176W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 176W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 128",5000266
128,SS,1270451,Cancha Polideportiva Cr 62 Cl 80 C,5200329,UCAP POSTE PRFV 10M - 6 PG (ENTERRAR),2,,POSTE PRFV 10M - 6 PG ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 128",5200329
128,SS,1270451,Cancha Polideportiva Cr 62 Cl 80 C,5200421,CABLE FZA AL 3X6 AWG XLPE 600V 90°C,14,,CABLE FZA AL 3X6 AWG XLPE 600V 90°C,"Tabla 1 al 331_2026.pdf, pagina 128",5200421
128,SS,1270451,Cancha Polideportiva Cr 62 Cl 80 C,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,20,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 128",5200464
128,SS,1270451,Cancha Polideportiva Cr 62 Cl 80 C,5200503,"UCAP CANAL ANDEN TUBERIA PVC 2""",10,,CANAL ANDEN TUBERIA PVC 2,"Tabla 1 al 331_2026.pdf, pagina 128",5200503
128,SS,1270451,Cancha Polideportiva Cr 62 Cl 80 C,5200799,CONTROL TEMPORIZADO 25 A,1,,CONTROL TEMPORIZADO 25 A,"Tabla 1 al 331_2026.pdf, pagina 128",5200799
128,SS,1270451,Cancha Polideportiva Cr 62 Cl 80 C,5200219,UCAP LUMINARIA 250W,,4,LUMINARIA 250W,"Tabla 1 al 331_2026.pdf, pagina 128",5200219
128,SS,1270451,Cancha Polideportiva Cr 62 Cl 80 C,5200203,UCAP BOMBILLO 250W,,4,BOMBILLO 250W,"Tabla 1 al 331_2026.pdf, pagina 128",5200203
128,SS,1270451,Cancha Polideportiva Cr 62 Cl 80 C,5200316,UCAP POSTE METÁLICO REDONDO 12M,,3,POSTE METALICO REDONDO 12M,"Tabla 1 al 331_2026.pdf, pagina 128",5200316
129,SS,1272759,Sendero Cl 93 DD Cr 21 D - 94 Int 110,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 129",5200231
129,SS,1272759,Sendero Cl 93 DD Cr 21 D - 94 Int 110,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 129",5000263
129,SS,1272759,Sendero Cl 93 DD Cr 21 D - 94 Int 110,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,19,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 129",5200464
130,SS,1276186,Sendero Cl 81A Cr 23 C -34 Int 105,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",3,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 130",5200231
130,SS,1276186,Sendero Cl 81A Cr 23 C -34 Int 105,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",1,,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 130",5200232
130,SS,1276186,Sendero Cl 81A Cr 23 C -34 Int 105,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,4,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 130",5000263
130,SS,1276186,Sendero Cl 81A Cr 23 C -34 Int 105,5200419,UCAP POSTE PRFV 8M (ENTERRAR),1,,POSTE PRFV 8M ENTERRAR,"Tabla 1 al 331_2026.pdf, pagina 130",5200419
130,SS,1276186,Sendero Cl 81A Cr 23 C -34 Int 105,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,8,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 130",5200464
131,SS,1279880,Sendero Cr 24 Cl 72 - 164 Int 101,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 131",5200231
131,SS,1279880,Sendero Cr 24 Cl 72 - 164 Int 101,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 131",5000263
132,SS,1282130,Sendero Peatonal CL 34 C CR 118 -481 (INTERIOR 1111),5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 132",5200231
132,SS,1282130,Sendero Peatonal CL 34 C CR 118 -481 (INTERIOR 1111),5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 132",5000263
133,SS,1283401,Sendero CL 54 AA CR 7 A ESTE - 14 INT 120,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,1,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 133",5200231
133,SS,1283401,Sendero CL 54 AA CR 7 A ESTE - 14 INT 120,5200270,LUM LED (KORELED) 44W,1,1,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 133",5200270
133,SS,1283401,Sendero CL 54 AA CR 7 A ESTE - 14 INT 120,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 133",5000263
133,SS,1283401,Sendero CL 54 AA CR 7 A ESTE - 14 INT 120,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,27,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 133",5200464
133,SS,1283401,Sendero CL 54 AA CR 7 A ESTE - 14 INT 120,5200410,UCAP DUPLEX CU 14 AWG-THW 300V,,12,DUPLEX CU 14 AWG-THW 300V,"Tabla 1 al 331_2026.pdf, pagina 133",5200410
134,SS,1285552,Zona Verde Cr 21 Cl 36,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tabla 1 al 331_2026.pdf, pagina 134",5200217
134,SS,1285552,Zona Verde Cr 21 Cl 36,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tabla 1 al 331_2026.pdf, pagina 134",5200201
134,SS,1285552,Zona Verde Cr 21 Cl 36,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",,1,BRAZO 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 134",5200232
135,SS,1285998,Sendero Peatonal CR 101 B CL 31 B -87 (INTERIOR 106),5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 135",5200231
135,SS,1285998,Sendero Peatonal CR 101 B CL 31 B -87 (INTERIOR 106),5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,1,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 135",5000263
135,SS,1285998,Sendero Peatonal CR 101 B CL 31 B -87 (INTERIOR 106),5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,15,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 135",5200464
136,SS,1292603,Sendero Cr 22 A Cl 84 - 50,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 136",5200231
136,SS,1292603,Sendero Cr 22 A Cl 84 - 50,5000263,LUM LED 48W ASIMÉTRICA 4000K HORIZONTAL,2,,LUM LED 48W ASIMETRICA 4000K HORIZONTAL,"Tabla 1 al 331_2026.pdf, pagina 136",5000263
137,SS,1311547,BOSTON CL 58 CR 39,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,15,,CABLE CU ENCAUCHETADO 3X14 CU,"Tabla 1 al 331_2026.pdf, pagina 137",5200464
138,SN,1051788,PARQUE CR 83 CL 97 - 59 INT 191,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 138",5200270
138,SN,1051788,PARQUE CR 83 CL 97 - 59 INT 191,5200232,"BR 1"" - 1.5M - 52°/0°",2,,BR 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 138",5200232
138,SN,1051788,PARQUE CR 83 CL 97 - 59 INT 191,5200419,POST PRFV 8M 510KGF,1,,POST PRFV 8M 510KGF,"Tabla 1 al 331_2026.pdf, pagina 138",5200419
138,SN,1051788,PARQUE CR 83 CL 97 - 59 INT 191,5200464,CABL CU 3X14 (ENCAU),15,,CABL CU 3X14 ENCAU,"Tabla 1 al 331_2026.pdf, pagina 138",5200464
139,SN,1054097,Palmitas Sector Central RURAL_PALMITAS-VEREDA LA POTRERA,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 139",5200270
139,SN,1054097,Palmitas Sector Central RURAL_PALMITAS-VEREDA LA POTRERA,5200231,"BR 1"" - 0.4M - 0°",1,,BR 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 139",5200231
139,SN,1054097,Palmitas Sector Central RURAL_PALMITAS-VEREDA LA POTRERA,5200232,"BR 1"" - 1.5M - 52°/0°",1,,BR 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 139",5200232
139,SN,1054097,Palmitas Sector Central RURAL_PALMITAS-VEREDA LA POTRERA,211333,"COLLARIN 180MM 7"" DOS SALIDAS",2,,COLLARIN 180MM 7 DOS SALIDAS,"Tabla 1 al 331_2026.pdf, pagina 139",211333
140,SN,1055686,CR 100A CL 47E-15 CR 100A CL 47E-15,5200293,LUM LED (OMEGA II) 64.5W,1,,LUM LED OMEGA II 64.5W,"Tabla 1 al 331_2026.pdf, pagina 140",5200293
140,SN,1055686,CR 100A CL 47E-15 CR 100A CL 47E-15,5200232,"BR 1"" - 1.5M - 52°/0°",1,,BR 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 140",5200232
140,SN,1055686,CR 100A CL 47E-15 CR 100A CL 47E-15,5200308,POST CONC 8M 510KGF OCT,1,,POST CONC 8M 510KGF OCT,"Tabla 1 al 331_2026.pdf, pagina 140",5200308
140,SN,1055686,CR 100A CL 47E-15 CR 100A CL 47E-15,5200402,ADECUACION SEC RA4-003 TERMINAL,1,,ADECUACION SEC RA4-003 TERMINAL,"Tabla 1 al 331_2026.pdf, pagina 140",5200402
140,SN,1055686,CR 100A CL 47E-15 CR 100A CL 47E-15,5200464,CABL CU 3X14 (ENCAU),18,,CABL CU 3X14 ENCAU,"Tabla 1 al 331_2026.pdf, pagina 140",5200464
141,SN,1055695,CL 34 CR 118 -285 INT 166,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 141",5200270
141,SN,1055695,CL 34 CR 118 -285 INT 166,5200231,"BR 1"" - 0.4M - 0°",2,,BR 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 141",5200231
141,SN,1055695,CL 34 CR 118 -285 INT 166,5200419,POST PRFV 8M 510KGF,1,,POST PRFV 8M 510KGF,"Tabla 1 al 331_2026.pdf, pagina 141",5200419
141,SN,1055695,CL 34 CR 118 -285 INT 166,5200402,ADECUACION SEC RA4-003 TERMINAL,1,,ADECUACION SEC RA4-003 TERMINAL,"Tabla 1 al 331_2026.pdf, pagina 141",5200402
141,SN,1055695,CL 34 CR 118 -285 INT 166,5200464,CABL CU 3X14 (ENCAU),25,,CABL CU 3X14 ENCAU,"Tabla 1 al 331_2026.pdf, pagina 141",5200464
142,SN,1056115,SENDERO PEATONAL CL 49 CR 99 E 91 INT 130,5200270,LUM LED ( KORALED ) 44 W,1,,LUM LED KORALED 44 W,"Tabla 1 al 331_2026.pdf, pagina 142",5200270
142,SN,1056115,SENDERO PEATONAL CL 49 CR 99 E 91 INT 130,5200232,"BRAZO 1"" 1.5M - 52/0º",1,,BRAZO 1 1.5M - 52/0º,"Tabla 1 al 331_2026.pdf, pagina 142",5200232
143,SN,1059366,Barrio Naranjal CL 45A CR65-0,5200293,LUM LED (OMEGA II) 64.5W,1,,LUM LED OMEGA II 64.5W,"Tabla 1 al 331_2026.pdf, pagina 143",5200293
143,SN,1059366,Barrio Naranjal CL 45A CR65-0,5200232,"BR 1"" - 1.5M - 52°/0°",1,,BR 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 143",5200232
143,SN,1059366,Barrio Naranjal CL 45A CR65-0,5200241,BR CURVO 3000M,1,,BR CURVO 3000M,"Tabla 1 al 331_2026.pdf, pagina 143",5200241
143,SN,1059366,Barrio Naranjal CL 45A CR65-0,R5200235,"RET - BR 1 1/2"" - 1.5M - 52°/0°",,1,RET - BR 1 1/2 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 143",R5200235
144,SN,1059396,Suramericana CR 65 Entre CL 49B-CL 50,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 144",5200270
144,SN,1059396,Suramericana CR 65 Entre CL 49B-CL 50,5200238,BRAZO SENCILLO CARABOBO,1,,BRAZO SENCILLO CARABOBO,"Tabla 1 al 331_2026.pdf, pagina 144",5200238
144,SN,1059396,Suramericana CR 65 Entre CL 49B-CL 50,215795,SOPORTE BASE BRAZO CARABOBO,1,,SOPORTE BASE BRAZO CARABOBO,"Tabla 1 al 331_2026.pdf, pagina 144",215795
145,SN,1059541,Via Secundaria CL 61 AA CR 103 D -63 (INTERIOR 107 ),5200270,LUM LED (KORELED) 44W,3,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 145",5200270
145,SN,1059541,Via Secundaria CL 61 AA CR 103 D -63 (INTERIOR 107 ),5200231,"BR 1"" - 0.4M - 0°",2,,BR 1 - 0.4M - 0°,"Tabla 1 al 331_2026.pdf, pagina 145",5200231
145,SN,1059541,Via Secundaria CL 61 AA CR 103 D -63 (INTERIOR 107 ),5200232,"BR 1"" - 1.5M - 52°/0°",1,,BR 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 145",5200232
146,SN,1060341,CR 90A CL 45 – 102,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tabla 1 al 331_2026.pdf, pagina 146",5200270
146,SN,1060341,CR 90A CL 45 – 102,5200232,"BR 1"" - 1.5M - 52°/0°",1,,BR 1 - 1.5M - 52°/0°,"Tabla 1 al 331_2026.pdf, pagina 146",5200232
146,SN,1060341,CR 90A CL 45 – 102,5200308,POST CONC 8M 510KGF OCT,1,,POST CONC 8M 510KGF OCT,"Tabla 1 al 331_2026.pdf, pagina 146",5200308
