Anio,Pagina,Tipo,SS/SN,Proyecto,codigo UCAP,Descripcion UCAP,Colocar,Quitar,Descripcion Normalizada,Fuente,Clave Consolidacion
2025,214,SN,1107658,Sendero Peatonal CR 43 A CL 12 A,5200302,Poste concreto carabobo 5m,5,,POSTE CONCRETO CARABOBO 5M,"Tablas 1 al 392_2025.pdf, pagina 214",5200302
2025,214,SN,1107658,Sendero Peatonal CR 43 A CL 12 A,5200422,Cable fza Al 3x6 awg XLPE 600V 90°C enterrado,114,,CABLE FZA AL 3X6 AWG XLPE 600V 90°C ENTERRADO,"Tablas 1 al 392_2025.pdf, pagina 214",5200422
2025,214,SN,1107658,Sendero Peatonal CR 43 A CL 12 A,5200238,BRAZO SENCILLO CARABOBO,5,,BRAZO SENCILLO CARABOBO,"Tablas 1 al 392_2025.pdf, pagina 214",5200238
2025,214,SN,1107658,Sendero Peatonal CR 43 A CL 12 A,5200231,"BRAZO 1"" - 0.4m - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tablas 1 al 392_2025.pdf, pagina 214",5200231
2025,214,SN,1107658,Sendero Peatonal CR 43 A CL 12 A,5200501,caja concreto 50x50 cm,7,,CAJA CONCRETO 50X50 CM,"Tablas 1 al 392_2025.pdf, pagina 214",5200501
2025,214,SN,1107658,Sendero Peatonal CR 43 A CL 12 A,5200529,"Tuberia 1-1/2"" IMC",16,,TUBERIA 1-1/2 IMC,"Tablas 1 al 392_2025.pdf, pagina 214",5200529
2025,214,SN,1107658,Sendero Peatonal CR 43 A CL 12 A,5200503,"canal anden tuberia PVC 2""",3,,CANAL ANDEN TUBERIA PVC 2,"Tablas 1 al 392_2025.pdf, pagina 214",5200503
2025,215,SN,1109890,Sendero peatonal CR 68 CL 48 - 10,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tablas 1 al 392_2025.pdf, pagina 215",5200270
2025,215,SN,1109890,Sendero peatonal CR 68 CL 48 - 10,5200231,"BR 1"" - 0.4M - 0°",2,,BR 1 - 0.4M - 0°,"Tablas 1 al 392_2025.pdf, pagina 215",5200231
2025,216,SN,1114424,PISTA DE SKATE U.D. ATANASIO GIRARDOT SMAP-CIL-0054-25 CR 70 CON CL 48,5000269,"PROYECTOR LED 110W TIPO V LARGA (LONG ""L"") 5000K",9,,PROYECTOR LED 110W TIPO V LARGA LONG L 5000K,"Tablas 1 al 392_2025.pdf, pagina 216",5000269
2025,216,SN,1114424,PISTA DE SKATE U.D. ATANASIO GIRARDOT SMAP-CIL-0054-25 CR 70 CON CL 48,5200311,POST PRFV 12M 350KGF AP,2,,POST PRFV 12M 350KGF AP,"Tablas 1 al 392_2025.pdf, pagina 216",5200311
2025,216,SN,1114424,PISTA DE SKATE U.D. ATANASIO GIRARDOT SMAP-CIL-0054-25 CR 70 CON CL 48,R5200127,RET - PROYEC HID 400W - 1000W,,4,RET - PROYEC HID 400W - 1000W,"Tablas 1 al 392_2025.pdf, pagina 216",R5200127
2025,216,SN,1114424,PISTA DE SKATE U.D. ATANASIO GIRARDOT SMAP-CIL-0054-25 CR 70 CON CL 48,R5200214,RET - BOMB 1000W,,4,RET - BOMB 1000W,"Tablas 1 al 392_2025.pdf, pagina 216",R5200214
2025,216,SN,1114424,PISTA DE SKATE U.D. ATANASIO GIRARDOT SMAP-CIL-0054-25 CR 70 CON CL 48,5200464,CABL CU 3X14 (ENCAU),47,,CABL CU 3X14 ENCAU,"Tablas 1 al 392_2025.pdf, pagina 216",5200464
2025,216,SN,1114424,PISTA DE SKATE U.D. ATANASIO GIRARDOT SMAP-CIL-0054-25 CR 70 CON CL 48,R5200410,RET - DUPLEX CU 14 AWG,,26,RET - DUPLEX CU 14 AWG,"Tablas 1 al 392_2025.pdf, pagina 216",R5200410
2025,217,SN,1114457,SMAP-CIL-0058-25 SENDERO PEATONAL CR 102 CL 92 -53 CERRO EL PICACHO,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tablas 1 al 392_2025.pdf, pagina 217",5200270
2025,217,SN,1114457,SMAP-CIL-0058-25 SENDERO PEATONAL CR 102 CL 92 -53 CERRO EL PICACHO,5200419,POST PRFV 8M 510KGF,1,,POST PRFV 8M 510KGF,"Tablas 1 al 392_2025.pdf, pagina 217",5200419
2025,217,SN,1114457,SMAP-CIL-0058-25 SENDERO PEATONAL CR 102 CL 92 -53 CERRO EL PICACHO,5200464,CABL CU 3X14 (ENCAU),12,,CABL CU 3X14 ENCAU,"Tablas 1 al 392_2025.pdf, pagina 217",5200464
2025,218,SN,1115395,PARQUE LA ALEGRIA CL 104DD CR 82 E - 62,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tablas 1 al 392_2025.pdf, pagina 218",5200270
2025,218,SN,1115395,PARQUE LA ALEGRIA CL 104DD CR 82 E - 62,5200231,"BR 1"" - 0.4M - 0°",1,,BR 1 - 0.4M - 0°,"Tablas 1 al 392_2025.pdf, pagina 218",5200231
2025,218,SN,1115395,PARQUE LA ALEGRIA CL 104DD CR 82 E - 62,5200419,POST PRFV 8M 510KGF,1,,POST PRFV 8M 510KGF,"Tablas 1 al 392_2025.pdf, pagina 218",5200419
2025,218,SN,1115395,PARQUE LA ALEGRIA CL 104DD CR 82 E - 62,5200464,CABL CU 3X14 (ENCAU),12,,CABL CU 3X14 ENCAU,"Tablas 1 al 392_2025.pdf, pagina 218",5200464
2025,219,SS,1117307,Conexiones viales sobre las quebradas Hueso y Pelahueso Cr 86 - Cl 47DD y Cr 86 - Cl 47F,5090209,PUESTA A TIERRA,2,,PUESTA A TIERRA,"Tablas 1 al 392_2025.pdf, pagina 219",5090209
2025,219,SS,1117307,Conexiones viales sobre las quebradas Hueso y Pelahueso Cr 86 - Cl 47DD y Cr 86 - Cl 47F,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",3,,BRAZO 1 - 0.4M - 0°,"Tablas 1 al 392_2025.pdf, pagina 219",5200231
2025,219,SS,1117307,Conexiones viales sobre las quebradas Hueso y Pelahueso Cr 86 - Cl 47DD y Cr 86 - Cl 47F,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",8,,BRAZO 1 - 1.5M - 52°/0°,"Tablas 1 al 392_2025.pdf, pagina 219",5200232
2025,219,SS,1117307,Conexiones viales sobre las quebradas Hueso y Pelahueso Cr 86 - Cl 47DD y Cr 86 - Cl 47F,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",4,,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tablas 1 al 392_2025.pdf, pagina 219",5200235
2025,219,SS,1117307,Conexiones viales sobre las quebradas Hueso y Pelahueso Cr 86 - Cl 47DD y Cr 86 - Cl 47F,5200269,LUM LED 110-1 (RALED II),4,,LUM LED 110-1 RALED II,"Tablas 1 al 392_2025.pdf, pagina 219",5200269
2025,219,SS,1117307,Conexiones viales sobre las quebradas Hueso y Pelahueso Cr 86 - Cl 47DD y Cr 86 - Cl 47F,5200270,LUM LED (KORELED) 44W,7,,LUM LED KORELED 44W,"Tablas 1 al 392_2025.pdf, pagina 219",5200270
2025,219,SS,1117307,Conexiones viales sobre las quebradas Hueso y Pelahueso Cr 86 - Cl 47DD y Cr 86 - Cl 47F,5200293,LUM LED (OMEGA II) 64.5W,7,,LUM LED OMEGA II 64.5W,"Tablas 1 al 392_2025.pdf, pagina 219",5200293
2025,219,SS,1117307,Conexiones viales sobre las quebradas Hueso y Pelahueso Cr 86 - Cl 47DD y Cr 86 - Cl 47F,5200301,UCAP POSTE CONCRETO REDONDO 9M.,8,4,POSTE CONCRETO REDONDO 9M,"Tablas 1 al 392_2025.pdf, pagina 219",5200301
2025,219,SS,1117307,Conexiones viales sobre las quebradas Hueso y Pelahueso Cr 86 - Cl 47DD y Cr 86 - Cl 47F,5200302,UCAP POSTE CONCRETO CARABOBO 5M,3,,POSTE CONCRETO CARABOBO 5M,"Tablas 1 al 392_2025.pdf, pagina 219",5200302
2025,219,SS,1117307,Conexiones viales sobre las quebradas Hueso y Pelahueso Cr 86 - Cl 47DD y Cr 86 - Cl 47F,5200421,CABLE FZA AL 3X6 AWG XLPE 600V 90°C,262,,CABLE FZA AL 3X6 AWG XLPE 600V 90°C,"Tablas 1 al 392_2025.pdf, pagina 219",5200421
2025,219,SS,1117307,Conexiones viales sobre las quebradas Hueso y Pelahueso Cr 86 - Cl 47DD y Cr 86 - Cl 47F,5200905,PROYECTOR LED 25W SIMETRICO 5000K (ACROLED),1,,PROYECTOR LED 25W SIMETRICO 5000K ACROLED,"Tablas 1 al 392_2025.pdf, pagina 219",5200905
2025,219,SS,1117307,Conexiones viales sobre las quebradas Hueso y Pelahueso Cr 86 - Cl 47DD y Cr 86 - Cl 47F,5200238,BRAZO CARABOBO SENCILLO,3,,BRAZO CARABOBO SENCILLO,"Tablas 1 al 392_2025.pdf, pagina 219",5200238
2025,219,SS,1117307,Conexiones viales sobre las quebradas Hueso y Pelahueso Cr 86 - Cl 47DD y Cr 86 - Cl 47F,5200241,UCAP BRAZO CURVO 3000M,,7,BRAZO CURVO 3000M,"Tablas 1 al 392_2025.pdf, pagina 219",5200241
2025,219,SS,1117307,Conexiones viales sobre las quebradas Hueso y Pelahueso Cr 86 - Cl 47DD y Cr 86 - Cl 47F,5200272,LUM LED (SEPIALED II) 128W,,7,LUM LED SEPIALED II 128W,"Tablas 1 al 392_2025.pdf, pagina 219",5200272
2025,219,SS,1117307,Conexiones viales sobre las quebradas Hueso y Pelahueso Cr 86 - Cl 47DD y Cr 86 - Cl 47F,,UCAP CAJA CONCRETO 50X50 CM,13,,CAJA CONCRETO 50X50 CM,"Tablas 1 al 392_2025.pdf, pagina 219",SIN CODIGO|CAJA CONCRETO 50X50 CM
2025,219,SS,1117307,Conexiones viales sobre las quebradas Hueso y Pelahueso Cr 86 - Cl 47DD y Cr 86 - Cl 47F,,CAJA DE PASO METÁLICA,2,,CAJA DE PASO METALICA,"Tablas 1 al 392_2025.pdf, pagina 219",SIN CODIGO|CAJA DE PASO METALICA
2025,219,SS,1117307,Conexiones viales sobre las quebradas Hueso y Pelahueso Cr 86 - Cl 47DD y Cr 86 - Cl 47F,,"UCAP CANAL ANDEN TUBERIA PVC 2""",86,,CANAL ANDEN TUBERIA PVC 2,"Tablas 1 al 392_2025.pdf, pagina 219",SIN CODIGO|CANAL ANDEN TUBERIA PVC 2
2025,219,SS,1117307,Conexiones viales sobre las quebradas Hueso y Pelahueso Cr 86 - Cl 47DD y Cr 86 - Cl 47F,,"UCAP TUBERIA 1"" IMC",11,,TUBERIA 1 IMC,"Tablas 1 al 392_2025.pdf, pagina 219",SIN CODIGO|TUBERIA 1 IMC
2025,219,SS,1117307,Conexiones viales sobre las quebradas Hueso y Pelahueso Cr 86 - Cl 47DD y Cr 86 - Cl 47F,,Tuberia IMC 1 1/2,6,,TUBERIA IMC 1 1/2,"Tablas 1 al 392_2025.pdf, pagina 219",SIN CODIGO|TUBERIA IMC 1 1/2
2025,220,SN,1119690,PARQUE ESCULTURA LUIS LOPEZ DE MESA CL 80 CR 74 - 126,5200270,LUM LED (KORELED) 44W,3,,LUM LED KORELED 44W,"Tablas 1 al 392_2025.pdf, pagina 220",5200270
2025,220,SN,1119690,PARQUE ESCULTURA LUIS LOPEZ DE MESA CL 80 CR 74 - 126,5200231,"BR 1"" - 0.4M - 0°",2,,BR 1 - 0.4M - 0°,"Tablas 1 al 392_2025.pdf, pagina 220",5200231
2025,220,SN,1119690,PARQUE ESCULTURA LUIS LOPEZ DE MESA CL 80 CR 74 - 126,5200232,"BR 1"" - 1.5M - 52°/0°",1,,BR 1 - 1.5M - 52°/0°,"Tablas 1 al 392_2025.pdf, pagina 220",5200232
2025,220,SN,1119690,PARQUE ESCULTURA LUIS LOPEZ DE MESA CL 80 CR 74 - 126,5200419,POST PRFV 8M 510KGF,2,,POST PRFV 8M 510KGF,"Tablas 1 al 392_2025.pdf, pagina 220",5200419
2025,220,SN,1119690,PARQUE ESCULTURA LUIS LOPEZ DE MESA CL 80 CR 74 - 126,5200464,CABL CU 3X14 (ENCAU),18,,CABL CU 3X14 ENCAU,"Tablas 1 al 392_2025.pdf, pagina 220",5200464
2025,220,SN,1119690,PARQUE ESCULTURA LUIS LOPEZ DE MESA CL 80 CR 74 - 126,5200501,CAJ CONC 50X50 CM (CON TAPA),1,,CAJ CONC 50X50 CM CON TAPA,"Tablas 1 al 392_2025.pdf, pagina 220",5200501
2025,220,SN,1119690,PARQUE ESCULTURA LUIS LOPEZ DE MESA CL 80 CR 74 - 126,R5200303,RET - POST CONC 5M 350KGF BAILARINA,,2,RET - POST CONC 5M 350KGF BAILARINA,"Tablas 1 al 392_2025.pdf, pagina 220",R5200303
2025,220,SN,1119690,PARQUE ESCULTURA LUIS LOPEZ DE MESA CL 80 CR 74 - 126,R5200230,RET - BR DOBL BAILARINA,,3,RET - BR DOBL BAILARINA,"Tablas 1 al 392_2025.pdf, pagina 220",R5200230
2025,220,SN,1119690,PARQUE ESCULTURA LUIS LOPEZ DE MESA CL 80 CR 74 - 126,R5200217,RET - LUM 70W,,3,RET - LUM 70W,"Tablas 1 al 392_2025.pdf, pagina 220",R5200217
2025,220,SN,1119690,PARQUE ESCULTURA LUIS LOPEZ DE MESA CL 80 CR 74 - 126,R5200201,RET - BOMB 70W,,3,RET - BOMB 70W,"Tablas 1 al 392_2025.pdf, pagina 220",R5200201
2025,221,SN,1120339,Vía M4 Cl 71 C Entre Cr 32 y Cr 34,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",11,,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tablas 1 al 392_2025.pdf, pagina 221",5200235
2025,221,SN,1120339,Vía M4 Cl 71 C Entre Cr 32 y Cr 34,5200272,LUM LED (SEPIALED II) 128W,11,,LUM LED SEPIALED II 128W,"Tablas 1 al 392_2025.pdf, pagina 221",5200272
2025,221,SN,1120339,Vía M4 Cl 71 C Entre Cr 32 y Cr 34,5200419,UCAP POSTE PRFV 8M (ENTERRAR),1,,POSTE PRFV 8M ENTERRAR,"Tablas 1 al 392_2025.pdf, pagina 221",5200419
2025,221,SN,1120339,Vía M4 Cl 71 C Entre Cr 32 y Cr 34,5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,15,,CABLE CU ENCAUCHETADO 3X14 CU,"Tablas 1 al 392_2025.pdf, pagina 221",5200464
2025,221,SN,1120339,Vía M4 Cl 71 C Entre Cr 32 y Cr 34,5200217,UCAP LUMINARIA 70W,,9,LUMINARIA 70W,"Tablas 1 al 392_2025.pdf, pagina 221",5200217
2025,221,SN,1120339,Vía M4 Cl 71 C Entre Cr 32 y Cr 34,5200201,UCAP BOMBILLO 70W,,9,BOMBILLO 70W,"Tablas 1 al 392_2025.pdf, pagina 221",5200201
2025,221,SN,1120339,Vía M4 Cl 71 C Entre Cr 32 y Cr 34,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",,1,BRAZO 1 - 1.5M - 52°/0°,"Tablas 1 al 392_2025.pdf, pagina 221",5200232
2025,221,SN,1120339,Vía M4 Cl 71 C Entre Cr 32 y Cr 34,5200233,"UCAP BRAZO 1"" - 1.5M - 52°/20°",,9,BRAZO 1 - 1.5M - 52°/20°,"Tablas 1 al 392_2025.pdf, pagina 221",5200233
2025,221,SN,1120339,Vía M4 Cl 71 C Entre Cr 32 y Cr 34,5200270,LUM LED (KORELED) 44W,,1,LUM LED KORELED 44W,"Tablas 1 al 392_2025.pdf, pagina 221",5200270
2025,222,SN,1121084,VIA - SENDERO PEATONAL CL 28 A CR 78 A-05,5200293,LUM LED (OMEGA II ) 64.5W,1,,LUM LED OMEGA II 64.5W,"Tablas 1 al 392_2025.pdf, pagina 222",5200293
2025,222,SN,1121084,VIA - SENDERO PEATONAL CL 28 A CR 78 A-05,5200235,"BRAZO 1 1/2"" - 1.5M - 52°/0°",,1,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tablas 1 al 392_2025.pdf, pagina 222",5200235
2025,222,SN,1121084,VIA - SENDERO PEATONAL CL 28 A CR 78 A-05,5200419,Poste PRFV 8m (Enterrar),1,,POSTE PRFV 8M ENTERRAR,"Tablas 1 al 392_2025.pdf, pagina 222",5200419
2025,222,SN,1121084,VIA - SENDERO PEATONAL CL 28 A CR 78 A-05,5200464,Cable Cu encauchetado 3X14 AWG,18,,CABLE CU ENCAUCHETADO 3X14 AWG,"Tablas 1 al 392_2025.pdf, pagina 222",5200464
2025,222,SN,1121084,VIA - SENDERO PEATONAL CL 28 A CR 78 A-05,5200241,BRAZO CURVO 3000m,1,,BRAZO CURVO 3000M,"Tablas 1 al 392_2025.pdf, pagina 222",5200241
2025,222,SN,1121084,VIA - SENDERO PEATONAL CL 28 A CR 78 A-05,5200243,BRAZO RECTO 4500m,1,,BRAZO RECTO 4500M,"Tablas 1 al 392_2025.pdf, pagina 222",5200243
2025,222,SN,1121084,VIA - SENDERO PEATONAL CL 28 A CR 78 A-05,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tablas 1 al 392_2025.pdf, pagina 222",5200270
2025,222,SN,1121084,VIA - SENDERO PEATONAL CL 28 A CR 78 A-05,5200231,"BRAZO 1"" - 0.4m - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tablas 1 al 392_2025.pdf, pagina 222",5200231
2025,223,SN,1121132,SENDERO PEATONAL CR 115 B CL 38 F - 36,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tablas 1 al 392_2025.pdf, pagina 223",5200270
2025,223,SN,1121132,SENDERO PEATONAL CR 115 B CL 38 F - 36,5200231,"BRAZO 1"" - 0.4m - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tablas 1 al 392_2025.pdf, pagina 223",5200231
2025,224,SN,1121139,PARQUE INFANTIL-SENDERO PEATONAL CL 28 A CR 78 A-05,5200293,LUM LED (OMEGA II ) 64.5W,2,,LUM LED OMEGA II 64.5W,"Tablas 1 al 392_2025.pdf, pagina 224",5200293
2025,224,SN,1121139,PARQUE INFANTIL-SENDERO PEATONAL CL 28 A CR 78 A-05,5200235,"BRAZO 1 1/2"" - 1.5M - 52°/0°",2,,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tablas 1 al 392_2025.pdf, pagina 224",5200235
2025,224,SN,1121139,PARQUE INFANTIL-SENDERO PEATONAL CL 28 A CR 78 A-05,5200419,Poste PRFV 8m (Enterrar),1,,POSTE PRFV 8M ENTERRAR,"Tablas 1 al 392_2025.pdf, pagina 224",5200419
2025,224,SN,1121139,PARQUE INFANTIL-SENDERO PEATONAL CL 28 A CR 78 A-05,5200464,Cable Cu encauchetado 3X14 AWG,20,,CABLE CU ENCAUCHETADO 3X14 AWG,"Tablas 1 al 392_2025.pdf, pagina 224",5200464
2025,225,SN,1121149,"Vía, Anden y Ciclorruta Cr 40 Cl 52 - 27",5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tablas 1 al 392_2025.pdf, pagina 225",5200231
2025,225,SN,1121149,"Vía, Anden y Ciclorruta Cr 40 Cl 52 - 27",5200241,UCAP BRAZO CURVO 3000M,1,,BRAZO CURVO 3000M,"Tablas 1 al 392_2025.pdf, pagina 225",5200241
2025,225,SN,1121149,"Vía, Anden y Ciclorruta Cr 40 Cl 52 - 27",5200269,LUM LED 110-1 (RALED II),1,,LUM LED 110-1 RALED II,"Tablas 1 al 392_2025.pdf, pagina 225",5200269
2025,225,SN,1121149,"Vía, Anden y Ciclorruta Cr 40 Cl 52 - 27",5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tablas 1 al 392_2025.pdf, pagina 225",5200270
2025,225,SN,1121149,"Vía, Anden y Ciclorruta Cr 40 Cl 52 - 27",5200301,UCAP POSTE CONCRETO REDONDO 9M.,1,,POSTE CONCRETO REDONDO 9M,"Tablas 1 al 392_2025.pdf, pagina 225",5200301
2025,225,SN,1121149,"Vía, Anden y Ciclorruta Cr 40 Cl 52 - 27",5200422,CABLE FZA AL 3X6 AWG XLPE 600V 90°C ENTERRADO,15,,CABLE FZA AL 3X6 AWG XLPE 600V 90°C ENTERRADO,"Tablas 1 al 392_2025.pdf, pagina 225",5200422
2025,225,SN,1121149,"Vía, Anden y Ciclorruta Cr 40 Cl 52 - 27",5200464,UCAP CABLE CU ENCAUCHETADO 3X14 CU,10,,CABLE CU ENCAUCHETADO 3X14 CU,"Tablas 1 al 392_2025.pdf, pagina 225",5200464
2025,225,SN,1121149,"Vía, Anden y Ciclorruta Cr 40 Cl 52 - 27",5200502,UCAP CAJA CONCRETO DIRECTAMENTE ENT,1,,CAJA CONCRETO DIRECTAMENTE ENT,"Tablas 1 al 392_2025.pdf, pagina 225",5200502
2025,226,SN,1121202,VIA CR 96 CL 40 -95,5200272,LUM LED (SEPIALED II) 128W,1,,LUM LED SEPIALED II 128W,"Tablas 1 al 392_2025.pdf, pagina 226",5200272
2025,226,SN,1121202,VIA CR 96 CL 40 -95,5200235,"BRAZO 1 1/2"" - 1.5M - 52°/0°",1,,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tablas 1 al 392_2025.pdf, pagina 226",5200235
2025,226,SN,1121202,VIA CR 96 CL 40 -95,5200219,LUMINARIA 250W,,1,LUMINARIA 250W,"Tablas 1 al 392_2025.pdf, pagina 226",5200219
2025,226,SN,1121202,VIA CR 96 CL 40 -95,5200203,BOMBILLA Na 250W,,1,BOMBILLA NA 250W,"Tablas 1 al 392_2025.pdf, pagina 226",5200203
2025,226,SN,1121202,VIA CR 96 CL 40 -95,5200236,"BRAZO 1 1/2"" - 1.5M - 52°/20°",,1,BRAZO 1 1/2 - 1.5M - 52°/20°,"Tablas 1 al 392_2025.pdf, pagina 226",5200236
2025,227,SN,1121295,CRUCE VEHICULAR CL 40 CR 108,5200272,LUM LED (SEPIALED II) 128W,1,,LUM LED SEPIALED II 128W,"Tablas 1 al 392_2025.pdf, pagina 227",5200272
2025,227,SN,1121295,CRUCE VEHICULAR CL 40 CR 108,5200235,"BRAZO 1 1/2"" - 1.5M - 52°/0°",1,,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tablas 1 al 392_2025.pdf, pagina 227",5200235
2025,228,SN,1121310,CRUCE VEHICULAR CR 81 CL 48 A,5200269,UCAP Luminaria LED (RALED II) 110.7W,1,,LUMINARIA LED RALED II 110.7W,"Tablas 1 al 392_2025.pdf, pagina 228",5200269
2025,228,SN,1121310,CRUCE VEHICULAR CR 81 CL 48 A,5200235,"BRAZO 1 1/2"" - 1.5M - 52°/0°",1,,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tablas 1 al 392_2025.pdf, pagina 228",5200235
2025,228,SN,1121310,CRUCE VEHICULAR CR 81 CL 48 A,5200224,LUMINARIA LED 74W,,1,LUMINARIA LED 74W,"Tablas 1 al 392_2025.pdf, pagina 228",5200224
2025,228,SN,1121310,CRUCE VEHICULAR CR 81 CL 48 A,5200419,Poste PRFV 8m (Enterrar),1,,POSTE PRFV 8M ENTERRAR,"Tablas 1 al 392_2025.pdf, pagina 228",5200419
2025,228,SN,1121310,CRUCE VEHICULAR CR 81 CL 48 A,5200464,Cable Cu encauchetado 3X14 AWG,12,,CABLE CU ENCAUCHETADO 3X14 AWG,"Tablas 1 al 392_2025.pdf, pagina 228",5200464
2025,229,SN,1121323,SENDERO PEATONAL CR 70 CL 32-50,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tablas 1 al 392_2025.pdf, pagina 229",5200270
2025,229,SN,1121323,SENDERO PEATONAL CR 70 CL 32-50,5200231,"BRAZO 1"" - 0.4m - 0°",2,,BRAZO 1 - 0.4M - 0°,"Tablas 1 al 392_2025.pdf, pagina 229",5200231
2025,229,SN,1121323,SENDERO PEATONAL CR 70 CL 32-50,5200219,LUMINARIA 250W,,1,LUMINARIA 250W,"Tablas 1 al 392_2025.pdf, pagina 229",5200219
2025,229,SN,1121323,SENDERO PEATONAL CR 70 CL 32-50,5200203,BOMBILLA Na 250W,,1,BOMBILLA NA 250W,"Tablas 1 al 392_2025.pdf, pagina 229",5200203
2025,229,SN,1121323,SENDERO PEATONAL CR 70 CL 32-50,5200235,"BRAZO 1 1/2"" - 1.5M - 52°/0°",,1,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tablas 1 al 392_2025.pdf, pagina 229",5200235
2025,229,SN,1121323,SENDERO PEATONAL CR 70 CL 32-50,5200419,Poste PRFV 8m (Enterrar),1,,POSTE PRFV 8M ENTERRAR,"Tablas 1 al 392_2025.pdf, pagina 229",5200419
2025,229,SN,1121323,SENDERO PEATONAL CR 70 CL 32-50,5200464,Cable Cu encauchetado 3X14 AWG,26,,CABLE CU ENCAUCHETADO 3X14 AWG,"Tablas 1 al 392_2025.pdf, pagina 229",5200464
2025,229,SN,1121323,SENDERO PEATONAL CR 70 CL 32-50,5200410,duplex cu 14 awg-thw 300v,,26,DUPLEX CU 14 AWG-THW 300V,"Tablas 1 al 392_2025.pdf, pagina 229",5200410
2025,230,SN,1121375,Sendero Cr 44 Cl 37 - 37,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,1,BRAZO 1 - 0.4M - 0°,"Tablas 1 al 392_2025.pdf, pagina 230",5200231
2025,230,SN,1121375,Sendero Cr 44 Cl 37 - 37,5200270,LUM LED (KORELED) 44W,1,,LUM LED KORELED 44W,"Tablas 1 al 392_2025.pdf, pagina 230",5200270
2025,230,SN,1121375,Sendero Cr 44 Cl 37 - 37,5200217,UCAP LUMINARIA 70W,,1,LUMINARIA 70W,"Tablas 1 al 392_2025.pdf, pagina 230",5200217
2025,230,SN,1121375,Sendero Cr 44 Cl 37 - 37,5200201,UCAP BOMBILLO 70W,,1,BOMBILLO 70W,"Tablas 1 al 392_2025.pdf, pagina 230",5200201
2025,231,SN,1121389,Vía y Anden Cr 50 Cl 65 - 8,5200231,"UCAP BRAZO 1"" - 0.4M - 0°",1,,BRAZO 1 - 0.4M - 0°,"Tablas 1 al 392_2025.pdf, pagina 231",5200231
2025,231,SN,1121389,Vía y Anden Cr 50 Cl 65 - 8,5200235,"UCAP BRAZO 1 1/2"" - 1.5M - 52°/0°",1,,BRAZO 1 1/2 - 1.5M - 52°/0°,"Tablas 1 al 392_2025.pdf, pagina 231",5200235
2025,231,SN,1121389,Vía y Anden Cr 50 Cl 65 - 8,5200239,UCAP BRAZO DOBLE CARABOBO,1,,BRAZO DOBLE CARABOBO,"Tablas 1 al 392_2025.pdf, pagina 231",5200239
2025,231,SN,1121389,Vía y Anden Cr 50 Cl 65 - 8,5200269,LUM LED 110-1 (RALED II),1,,LUM LED 110-1 RALED II,"Tablas 1 al 392_2025.pdf, pagina 231",5200269
2025,231,SN,1121389,Vía y Anden Cr 50 Cl 65 - 8,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tablas 1 al 392_2025.pdf, pagina 231",5200270
2025,231,SN,1121389,Vía y Anden Cr 50 Cl 65 - 8,5200238,UCAP BRAZO SENCILLO CARABOBO,,1,BRAZO SENCILLO CARABOBO,"Tablas 1 al 392_2025.pdf, pagina 231",5200238
2025,232,SN,1121393,Plazoleta Cr 57 Cl 65,5200232,"UCAP BRAZO 1"" - 1.5M - 52°/0°",2,,BRAZO 1 - 1.5M - 52°/0°,"Tablas 1 al 392_2025.pdf, pagina 232",5200232
2025,232,SN,1121393,Plazoleta Cr 57 Cl 65,5200270,LUM LED (KORELED) 44W,2,,LUM LED KORELED 44W,"Tablas 1 al 392_2025.pdf, pagina 232",5200270
2025,232,SN,1121393,Plazoleta Cr 57 Cl 65,5200218,UCAP LUMINARIA 150W,,2,LUMINARIA 150W,"Tablas 1 al 392_2025.pdf, pagina 232",5200218
